X,Y,OBJECTID,AGENCY,PROJECT_TITLE,ADDRESS,MAR_MATCHADDRESS,LABEL,YEAR,XCOORD,YCOORD,MAR_ID,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.0264349539823,38.9358186652703,158,DCPS,Raymond Education Campus,915 SPRING ROAD NW,915 SPRING ROAD NW,20,2017,397708.28,140880.94,226682,CapitalProjectsPt_510,{D40A992B-5D4E-441B-AE53-EBBEB53EEFA0},,,,
-77.0264349539823,38.9358186652703,159,DCPS,Raymond Education Campus,915 SPRING ROAD NW,915 SPRING ROAD NW,25,2015,397708.28,140880.94,226682,CapitalProjectsPt_189,{FCF20F91-0A4A-4AB9-BF94-2D2EBA1FC3CD},,,,
-77.0213526066053,38.9350106687413,160,DPR,Park View Recreation Center,693 OTIS PLACE NW,693 OTIS PLACE NW,16,2018,398148.9,140791.13,295160,CapitalProjectsPt_571,{37A61554-2A89-416F-BC7C-4F3BA2C6478B},,,,
-77.0213526066053,38.9350106687413,161,DPR,Park View Recreation Center,693 OTIS PLACE NW,693 OTIS PLACE NW,15,2021,398148.9,140791.13,295160,CapitalProjectsPt_748,{47CE7894-A2D4-449C-A1E8-3E4A42D148E3},,,,
-77.0213526066053,38.9350106687413,162,DPR,Park View Recreation Center,693 OTIS PLACE NW,693 OTIS PLACE NW,16,2020,398148.9,140791.13,295160,CapitalProjectsPt_701,{5664314E-5AA2-4593-963C-E7F4CE1D995E},,,,
-77.0213526066053,38.9350106687413,163,DPR,Park View Recreation Center,693 OTIS PLACE NW,693 OTIS PLACE NW,18,2019,398148.9,140791.13,295160,CapitalProjectsPt_629,{897B5031-3649-4DB3-9433-5C41FCB5843E},,,,
-77.074840360859,38.9348536232937,164,KT0,UPGRADE TO DPW FUELING SITES,3320 IDAHO AVENUE NW,3320 IDAHO AVENUE NW,,2011,393511.43,140776.14,222229,CapitalProjectsPt_253,{FE4C9D9D-BC8B-454C-ADDA-1928230A394D},,,,
-77.0211879587314,38.9344215556994,165,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",3560 WARDER STREET NW,3560 WARDER STREET NW,,2010,398163.15934462,140725.72997846,294551,CapitalProjectsPt_66,{356294EA-9CDE-47E8-B548-41AE4A26C25F},,,,
-77.021253366804,38.9343832495251,166,DCPS,Bruce Monroe Elementary School @ Parkview,3570 WARDER STREET NW,3570 WARDER STREET NW,5,2017,398144.61,140720.78,228634,CapitalProjectsPt_504,{B13EE18A-D480-4D2D-80C3-D143F4E047F8},,,,
-77.0405557423011,38.9343258161934,167,DCPS,Bancroft Elementary School,1755 NEWTON STREET NW,1755 NEWTON STREET NW,2,2018,396483.93,140715.67,294528,CapitalProjectsPt_530,{D9D45266-38B2-4729-A47B-DDBFB6D7DAD7},,,,
-77.0405557423011,38.9343258161934,168,DCPS,Bancroft Elementary School,1755 NEWTON STREET NW,1755 NEWTON STREET NW,2,2016,396483.93,140715.67,294528,CapitalProjectsPt_420,{75C50CE9-EE80-4345-9DB8-B5FA853CF4C6},,,,
-77.0405557423011,38.9343258161934,169,DCPS,Bancroft Elementary School,1755 NEWTON STREET NW,1755 NEWTON STREET NW,2,2017,396483.93,140715.67,294528,CapitalProjectsPt_484,{EFBE44A3-130F-459A-8AAC-B46761FD025F},,,,
-77.0405557423011,38.9343258161934,170,DCPS,Bancroft Elementary School,1755 NEWTON STREET NW,1755 NEWTON STREET NW,2,2015,396483.93,140715.67,294528,CapitalProjectsPt_156,{7E24AD6F-AF6F-4ED5-BD25-63073CF5B4B9},,,,
-77.0405557423011,38.9343258161934,171,,PHASE 1,1755 NEWTON STREET NW,1755 NEWTON STREET NW,,2010,396483.9295,140715.67,294528,CapitalProjectsPt_105,{185550A3-DB5E-4DF2-8C4A-FDDF72C7CED0},,,,
-77.0878285070071,38.934299762598,172,GA0 - DCPS,Mann ES Modernization/Renovation,4430 NEWARK STREET NW,4430 NEWARK STREET NW,12,2013,392385.28,140715.66,294597,CapitalProjectsPt_316,{181BFC93-F206-4E3E-890F-D31C697E0186},,,,
-77.0878285070071,38.934299762598,173,District of Columbia Public Schools,Mann Elementary School,4430 Newark St. NW,4430 Newark St. NW,,2012,392385.28,140715.66,294597,CapitalProjectsPt_279,{0F52E5B6-9DD3-4ACD-AADB-41A52A67C8F2},,,,
-77.0878285070071,38.934299762598,174,District of Columbia Public Schools,Mann Elementary School,4430 Newark St. NW,4430 Newark St. NW,15,2012,392385.28,140715.66,294597,CapitalProjectsPt_272,{EFB97F9E-7106-40C2-85DE-A5048B823797},,,,
-77.0878285070071,38.934299762598,175,DCPS,Mann ES,4430 Newark Street NW,4430 NEWARK STREET NW,12,2014,392385.28,140715.66,294597,CapitalProjectsPt_379,{9FE956D4-0FEE-413D-B3C1-B3A96E85D3D5},,,,
-77.0878284954734,38.9342997626067,176,,PHASE 1,4430 NEWARK STREET NW,4430 NEWARK STREET NW,,2010,392385.2805,140715.66,294597,CapitalProjectsPt_96,{6EC3DF51-35E3-41F8-8194-DBABB16292B7},,,,
-77.057844882445,38.9338232614868,177,CE0,CLEVELAND PARK LIBRARY,3310 CONNECTICUT AVENUE NW,3310 CONNECTICUT AVENUE NW,,2011,394984.89,140660.69,221190,CapitalProjectsPt_231,{33C0285F-2104-4ACE-A104-8D7FDB75046B},,,,
-77.057844882445,38.9338232614868,178,DCPL,Cleveland Park Library,3310 CONNECTICUT AVENUE NW,3310 CONNECTICUT AVENUE NW,1,2016,394984.89,140660.69,221190,CapitalProjectsPt_452,{B98418B0-AD0F-4835-8640-8228B330258D},,,,
-77.057844882445,38.9338232614868,179,DCPL,Cleveland Park Library,3310 Connecticut Avenue NW,3310 CONNECTICUT AVENUE NW,1,2015,394984.89,140660.69,221190,CapitalProjectsPt_148,{533545EE-A1BA-4CB4-85AE-D1B1D11D8FF6},,,,
-77.057844882445,38.9338232614868,180,CE0 - DCPL,Cleveland Park Library,3310 CONNECTICUT AVENUE NW,3310 CONNECTICUT AVENUE NW,1,2013,394984.89,140660.69,221190,CapitalProjectsPt_299,{89AEFA1B-43C0-4826-9AB5-4B5296240357},,,,
-77.057844882445,38.9338232614868,181,DCPL,Cleveland Park Library,3310 Connecticut Avenue NW,3310 CONNECTICUT AVENUE NW,2,2014,394984.89,140660.69,221190,CapitalProjectsPt_360,{6F16F824-895E-4973-9515-8DFAF703089F},,,,
-76.9789715859078,38.9335807411498,182,DCPS,Borroughs Elementary School,1820 MONROE STREET NE,1820 MONROE STREET NE,4,2017,401867.9,140624.56,294530,CapitalProjectsPt_509,{DFC965D4-E526-4A3D-831C-B6EDF427E981},,,,
-76.9784586492718,38.9335101217294,183,DCPS,Burroughs Elementary School,1820 MONROE STREET NE,1820 MONROE STREET NE,11,2021,401867.9,140624.56,294530,CapitalProjectsPt_802,{81FBC97A-B734-4959-BF24-A0DA01C4D0F0},,,,
-76.9784586492718,38.9335101217294,184,DCPS,Burroughs Elementary School,1820 MONROE STREET NE,1820 MONROE STREET NE,7,2020,401867.9,140624.56,294530,CapitalProjectsPt_687,{9D147806-C801-4566-8BDB-A690F003B1FC},,,,
-77.0533336440539,38.9334138176521,185,KA0 - DDOT,Klingle Trail,,,2,2013,395376,140615,,CapitalProjectsPt_329,{749DB475-8036-4901-A1A5-222965996F3D},,,,
-77.0533336440539,38.9334138176521,186,DDOT,Klingle Trail,Klingle Road NW,,2,2015,395376,140615,,CapitalProjectsPt_197,{42D00848-A442-4B57-B91D-EF383B1CC65C},,,,
-77.0533336440539,38.9334138176521,187,DDOT,Klingle Trail,Klingle Road NW,,2,2014,395376,140615,,CapitalProjectsPt_399,{F6BF67B3-5F0B-44EC-A69A-395E0447F05E},,,,
-77.0533336440539,38.9334138176521,188,DDOT,H St NE Bridge,,,2,2018,395376,140615,,CapitalProjectsPt_553,{2201113C-85BB-4BB8-954A-0405F23E79D2},,,,
-77.0545800528251,38.9328055778753,189,DDOT,Klingle Trail,KLINGLE ROAD NW,,4,2016,395267.8915,140547.5438,,CapitalProjectsPt_467,{95FB8F07-1F34-48AF-92B1-572489DAEA1A},,,,
-77.0658234444888,38.9327345302393,190,DCPS,Eaton Elementary School,3301 LOWELL STREET NW,3301 LOWELL STREET NW,10,2019,394293.04,140540.3,294562,CapitalProjectsPt_636,{CEABAD85-D203-4000-8A1D-9464D7CAEF1A},,,,
-77.0658234444888,38.9327345302393,191,DCPS,Eaton Elementary School,3301 LOWELL STREET NW,3301 LOWELL STREET NW,9,2016,394293.04,140540.3,294562,CapitalProjectsPt_448,{96DD90FC-EA5E-4B7D-AF76-8DF1EE9C6115},,,,
-77.0658234444888,38.9327345302393,192,DCPS,Eaton Elementary School,3301 LOWELL STREET NW,3301 LOWELL STREET NW,9,2015,394293.04,140540.3,294562,CapitalProjectsPt_193,{09A2C729-4417-4784-8CA5-7373528B584D},,,,
-77.0658234444888,38.9327345302393,193,DCPS,Eaton Elementary School,3301 LOWELL STREET NW,3301 LOWELL STREET NW,15,2021,394293.04,140540.3,294562,CapitalProjectsPt_752,{4E5BC7B2-81CB-45A9-98CC-D547AE7FCB83},,,,
-77.0658234444888,38.9327345302393,194,DCPS,Eaton Elementary School,3301 LOWELL STREET NW,3301 LOWELL STREET NW,8,2018,394293.04,140540.3,294562,CapitalProjectsPt_582,{9E539E27-01E0-4A6E-8709-CCE51711FF87},,,,
-77.0658234444888,38.9327345302393,195,DCPS,Eaton Elementary School,3301 LOWELL STREET NW,3301 LOWELL STREET NW,11,2020,394293.04,140540.3,294562,CapitalProjectsPt_710,{C403589E-ED23-4779-B353-89AC4E40E9D5},,,,
-77.0658234329553,38.9327345302458,196,,PHASE 1,3301 LOWELL STREET NW,3301 LOWELL STREET NW,,2010,394293.0405,140540.3,294562,CapitalProjectsPt_88,{81978D30-D30E-4A8E-8443-14E56FB06215},,,,
-77.0221357356967,38.9323467673494,197,DMPED,Park Morton,617 MORTON STREET NW,617 MORTON STREET NW,5,2019,398080.93,140495.43,285318,CapitalProjectsPt_654,{CEC5CD44-14D2-467C-9EF2-EAEFAA45F1F0},,,,
-77.0371468980721,38.9304751773138,198,CE0,MT PLEASANT LIBRARY,3160 16TH STREET NW,3160 16TH STREET NW,,2010,396779.31,140288.09,295138,CapitalProjectsPt_11,{F1FBDAD9-3B3D-4BF6-AE2F-A75A80C95959},,,,
-77.0371468980721,38.9304751773138,199,CE0,MT PLEASANT LIBRARY,3160 16TH STREET NW,3160 16TH STREET NW,,2011,396779.31,140288.09,295138,CapitalProjectsPt_226,{6D536DCB-5776-4D5D-89FF-883655AD9E1D},,,,
-77.0376943901088,38.9296957740753,200,DDOT,Mt. Pleasant Streetscape,"Mt Pleasant Street, Park Road to 16th St.",,3,2015,396730.48,140202.25,,CapitalProjectsPt_200,{C399CB71-E289-4B66-94FA-FB6D39A8E5FB},,,,
-77.029445592325,38.9292060284804,201,DCPS,Tubman Elementary School ,3101 13TH STREET NW,3101 13TH STREET NW,31,2019,397447.02,140146.96,294555,CapitalProjectsPt_648,{19F74FC2-FF73-4481-BE28-C814EDB546E1},,,,
-77.029445592325,38.9292060284804,202,DCPS,Tubman Elementary School ,3101 13th St NW,3101 13TH STREET NW,37,2021,397447.02,140146.96,294555,CapitalProjectsPt_760,{AAE07D2A-87B1-48AF-8354-1EBC13798181},,,,
-77.029445592325,38.9292060284804,203,DCPS,Tubman Elementary School ,3101 13TH STREET NW,3101 13TH STREET NW,33,2020,397447.02,140146.96,294555,CapitalProjectsPt_719,{E97F38BD-6788-41E2-BACD-0F51CCF415AE},,,,
-76.9786279341994,38.9274481906985,204,CE0,WOODRIDGE LIBRARY,1801 HAMLIN STREET NE,1801 HAMLIN STREET NE,,2011,401853.38,139951.63,286483,CapitalProjectsPt_228,{5FB3DDE1-2024-4EEC-9FBE-3CD9BCABD84F},,,,
-76.9786279341994,38.9274481906985,205,CE0 - DCPL,Woodridge Library,1801 HAMLIN STREET NE,1801 HAMLIN STREET NE,6,2013,401853.38,139951.63,286483,CapitalProjectsPt_304,{564D5A27-2EAA-45F0-9BA0-7EA9EF4557E8},,,,
-76.9576359687048,38.9273137381297,206,DPR,Fort Lincoln Park,3100 FORT LINCOLN DRIVE NE,3100 FORT LINCOLN DRIVE NE,8,2019,403673.61,139937.34,294553,CapitalProjectsPt_623,{159A2E63-386A-4298-A1DE-E91F1E0828A5},,,,
-76.9576359687048,38.9273137381297,207,DPR,Fort Lincoln Recreation Center,3100 FORT LINCOLN DRIVE NE,3100 FORT LINCOLN DRIVE NE,8,2018,403673.61,139937.34,294553,CapitalProjectsPt_564,{D70683D0-B4A7-424D-801E-05E2DF72976B},,,,
-76.9574655006085,38.9272247010756,208,,PHASE 1,3100 FORT LINCOLN DRIVE NE,3100 FORT LINCOLN DRIVE NE,,2010,403688.3955,139927.463,294553,CapitalProjectsPt_69,{EA015572-7DC9-45C5-B985-354B1FE80865},,,,
-77.1005296342503,38.9268092935078,209,DCPS,Key Elementary School ,5001 DANA PLACE NW,5001 DANA PLACE NW,17,2019,391283.15,139885.29,294605,CapitalProjectsPt_647,{DEAF471A-F6F5-472A-AA1B-DB1A06E4B765},,,,
-77.1005296342503,38.9268092935078,210,DCPS,Key Elementary School ,5001 DANA PLACE NW,5001 DANA PLACE NW,18,2020,391283.15,139885.29,294605,CapitalProjectsPt_718,{E0738B70-420A-4937-AE75-CE699BBA1FA1},,,,
-76.9757907702765,38.9268302075093,211,DPR,Langdon Park Community Center,2901 20TH STREET NE,2901 20TH STREET NE,13,2020,402099.41,139883.09,287283,CapitalProjectsPt_713,{154A9F6F-CD68-4D80-8FFE-51520FA4A13E},,,,
-76.9757907702765,38.9268302075093,212,DPR,Langdon Park Community Center,2901 20TH STREET NE,2901 20TH STREET NE,13,2018,402099.41,139883.09,287283,CapitalProjectsPt_585,{89DB32B0-E7FA-402B-8AB8-15AD5F0BD91B},,,,
-76.9757907702765,38.9268302075093,213,HA0,LANGDON COMMUNITY CENTER REDEVELOPMENT,2901 20TH STREET NE,2901 20TH STREET NE,,2010,402099.41,139883.09,287283,CapitalProjectsPt_49,{0E885B45-657F-4ADB-ACAD-E2E810EBF43E},,,,
-76.9757907702765,38.9268302075093,214,DPR,Langdon Park Community Center,2901 20TH STREET NE,2901 20TH STREET NE,13,2021,402099.41,139883.09,287283,CapitalProjectsPt_755,{A4978DFC-B1BC-4BF6-ADCF-40A090ADC6E5},,,,
-76.9757907702765,38.9268302075093,215,DPR,Langdon Community Center,2901 20th Street NE,2901 20TH STREET NE,9,2015,402099.41,139883.09,287283,CapitalProjectsPt_143,{1D23E069-A634-4DC3-B5C7-C1BA47EB6D5A},,,,
-76.9757907702765,38.9268302075093,216,DPR,Langdon Community Center,2901 20TH STREET NE,2901 20TH STREET NE,9,2016,402099.41,139883.09,287283,CapitalProjectsPt_409,{68FABA13-82AF-4269-A2DA-222F6DBD2944},,,,
-76.9757907702765,38.9268302075093,217,DPR,Langdon Park Community Center,2901 20TH STREET NE,2901 20TH STREET NE,15,2019,402099.41,139883.09,287283,CapitalProjectsPt_639,{711C4A1D-EBEE-4B12-A742-2811A98A6BDF},,,,
-77.0090460660939,38.9266744845338,218,DMPED,McMillan Site Redevelopment,North Capitol St & Michigan Ave NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,4,2015,399215.80095723,139865.56422323,903363,CapitalProjectsPt_163,{67FEA673-EB29-49B8-BBA8-B8D9DD3311C7},,,,
-77.0090460660939,38.9266744845338,219,DMPED,McMillan Site Redevelopment,North Capitol St & Michigan Ave NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,3,2014,399215.80095723,139865.56422323,903363,CapitalProjectsPt_390,{54863093-036F-46AD-B04C-6E22BE524D51},,,,
-77.0090460660939,38.9266744845338,220,DMPED,McMillan Site Redevelopment,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,4,2019,399215.80095723,139865.56422323,903363,CapitalProjectsPt_616,{91EE6D53-0EC7-470A-BF2A-A5388A5101A1},,,,
-77.0090460660939,38.9266744845338,221,EB0 - DMPED,McMillan Site Redevelopment,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,3,2013,399215.80095723,139865.56422323,15633,CapitalProjectsPt_336,{2E6E7A4D-D2AB-40EB-9719-C0B81A0CC3AD},,,,
-77.0090460660939,38.9266744845338,222,DMPED,McMillan Site Redevelopment,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,1,2016,399215.800957,139865.564223,903363,CapitalProjectsPt_457,{027930E8-4637-46B5-949F-2B2962ABC6EF},,,,
-77.0090460660939,38.9266744845338,223,EB0,MCMILLAN SAND FILTRATION SITE,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,,2011,399215.80095723,139865.56422323,903363,CapitalProjectsPt_240,{2F2B4D04-566A-4029-B494-A1AF5C22612B},,,,
-77.0090460660939,38.9266744845338,224,DMPED,McMillan Site Redevelopment,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,4,2017,399215.80095723,139865.56422323,903363,CapitalProjectsPt_489,{D9EF2338-F313-46F6-91A6-40B5C25E4073},,,,
-77.0090460660939,38.9266744845338,225,DMPED,McMillan Site Redevelopment,,,3,2020,399215.800957,139865.564223,,CapitalProjectsPt_690,{35BF7201-A7BB-4384-9CF4-1533D319E9BE},,,,
-77.0090460660939,38.9266744845338,226,DMPED,McMillan Site Redevelopment,,,4,2018,399215.800957,139865.564223,,CapitalProjectsPt_554,{8A7E0449-E6BA-4994-B8A6-50E2301E7D36},,,,
-77.0090460660939,38.9266744845338,227,Deputy Mayor for Planning and Economic Development,McMillan Site Redevelopment,"North Capitol Street & Michigan Avenue, NW","North Capitol Street & Michigan Avenue, NW",2,2012,399215.80095723,139865.56422323,903363,CapitalProjectsPt_282,{B7DC504C-8456-4ADD-B355-A50CB3249AEA},,,,
-77.0090460660939,38.9266744845338,228,DMPED,McMillan Site Redevelopment,North Capitol St & Michigan Ave NW,NORTH CAPITOL STREET AND MICHIGAN AVENUE NW,5,2021,399215.80095723,139865.56422323,903363,CapitalProjectsPt_744,{41D138D0-4EA7-4D78-919F-87A836B1FD70},,,,
-76.9769670236864,38.9248889725472,229,DCPS,Langdon Elementary School,1900 EVARTS STREET NE,1900 EVARTS STREET NE,23,2021,401997.47,139667.57,294532,CapitalProjectsPt_784,{06AF10BC-DB79-4ACF-9E67-69073B73C4A0},,,,
-77.0422177535591,38.9247789388758,230,FB0,ENGINE 21 RENOVATION / MODERNIZATION,1763 LANIER PLACE NW,1763 LANIER PLACE NW,,2010,396339.34,139655.95,236004,CapitalProjectsPt_26,{79555F3B-B144-4702-A50A-16E3EC19DFFF},,,,
-77.0020290680477,38.9247321373527,231,HA0,EDGEWOOD RECREATION CENTER,301 FRANKLIN STREET NE,301 FRANKLIN STREET NE,,2010,399824.25,139649.91,289734,CapitalProjectsPt_52,{9A129F2E-86A8-4783-918F-BD0E4BE38774},,,,
-76.9770841326991,38.9247116217521,232,DCPS,Langdon ES,1900 Evarts Street NE,1900 EVARTS STREET NE,11,2014,401987.32,139647.88,294532,CapitalProjectsPt_378,{5D596571-21E3-4377-9687-8B7DF614F2EC},,,,
-76.9770841211669,38.9247116217499,233,,PHASE 1,1900 EVARTS STREET NE,1900 EVARTS STREET NE,,2010,401987.3205,139647.88,294532,CapitalProjectsPt_106,{AB162CA8-0DE8-4C93-B79C-2930D2316063},,,,
-76.9867742875438,38.9247049223953,234,FB0,RELOCATION OF ENGINE COMPANY 26,1340 RHODE ISLAND AVENUE NE,1340 RHODE ISLAND AVENUE NE,,2010,401147.05,139646.97,294518,CapitalProjectsPt_28,{0EFB18EB-AC50-4D46-9699-BDAEC2AC2CBA},,,,
-77.1045764511985,38.9245628498433,235,HA0 - DPR,Palisades Recreation Center,5200 SHERIER PLACE NW,5200 SHERIER PLACE NW,7,2013,390931.96,139636.31,268352,CapitalProjectsPt_348,{7C9181F1-51B8-4986-9A94-35D01EF6B374},,,,
-77.1045764511985,38.9245628498433,236,DPR,Palisades Recreation Center,"5200 Sherier Place, NW",5200 SHERIER PLACE NW,11,2014,390931.96,139636.31,268352,CapitalProjectsPt_356,{3516550D-61F8-49E7-AF41-B9F001E8F324},,,,
-77.1045764511985,38.9245628498433,237,DPR,Palisades Recreation Center,5200 SHERIER PLACE NW,5200 SHERIER PLACE NW,13,2016,390931.96,139636.31,268352,CapitalProjectsPt_407,{C24B20F8-2D77-4822-A9F7-82EF7746EF6B},,,,
-77.1045764511985,38.9245628498433,238,DPR,Palisades Recreation Center,"5200 Sherier Place, NW",5200 SHERIER PLACE NW,12,2015,390931.96,139636.31,268352,CapitalProjectsPt_140,{7FE2FC0B-E419-4246-830F-1146B4A7D448},,,,
-76.9583504961131,38.9242113497977,239,DPR,Theodore Hagans Cultural Center - Thurgood Marshall ECE,3201 FORT LINCOLN DRIVE NE,3201 FORT LINCOLN DRIVE NE,20,2020,403611.81,139592.92,295140,CapitalProjectsPt_731,{68B13063-7042-4DBD-968E-EAE0EE42B058},,,,
-76.9583504961131,38.9242113497977,240,DPR,Theodore Hagans Cultural Center,3201 FORT LINCOLN DRIVE NE,3201 FORT LINCOLN DRIVE NE,22,2019,403611.81,139592.92,295140,CapitalProjectsPt_632,{8334C02C-9FE4-468F-A990-D83FA52F23E8},,,,
-76.9583504961131,38.9242113497977,241,DPR,Theodore Hagans Cultural Center,3201 FORT LINCOLN DRIVE NE,3201 FORT LINCOLN DRIVE NE,22,2018,403611.81,139592.92,295140,CapitalProjectsPt_576,{8D0940B4-7FE8-4F00-902F-52B891D193D3},,,,
-76.9582790101134,38.924188983663,242,DPR,Theodore Hagans Cultural Center Thurgood Marshall ECE, 3201 FORT LINCOLN DRIVE NE, 3201 FORT LINCOLN DRIVE NE,18,2021,403618.01,139590.44,,CapitalProjectsPt_774,{19B85F01-C375-4F83-9C79-CD4CBFE7749C},,,,
-76.986971664284,38.9238660357176,243,DDOT,Rhode Island Avenue NE Streetscape,,,7,2016,401129.9482,139553.844,,CapitalProjectsPt_470,{6F89251F-9208-469B-97B0-94970AF631C4},,,,
-77.0239792607167,38.9238402128753,244,DCPS,Benjamin Banneker High School,800 EUCLID STREET NW,800 EUCLID STREET NW,3,2018,397920.84,139551.17,294496,CapitalProjectsPt_531,{0F03F3AA-C829-436E-BB35-C99C89D4B2C8},,,,
-77.0239792607167,38.9238402128753,245,DCPS,Benjamin Banneker High School,800 EUCLID STREET NW,800 EUCLID STREET NW,2,2019,397920.84,139551.17,294496,CapitalProjectsPt_594,{52B73B9D-3715-45DE-8B29-370AAFCE6CEA},,,,
-77.0239792607167,38.9238402128753,246,DCPS,Benjamin Banneker High School,800 EUCLID STREET NW,800 EUCLID STREET NW,3,2015,397920.84,139551.17,294496,CapitalProjectsPt_192,{A3E3B459-8C12-4582-A03D-DA7C583299E3},,,,
-77.0239792607167,38.9238402128753,247,DCPS,Benjamin Banneker High School,800 EUCLID STREET NW,800 EUCLID STREET NW,5,2020,397920.84,139551.17,294496,CapitalProjectsPt_674,{F2B219FC-4BA0-4DFF-B437-C3D6EC1E2684},,,,
-77.0239792607167,38.9238402128753,248,DCPS,Benjamin Banneker High School,800 EUCLID STREET NW,800 EUCLID STREET NW,3,2016,397920.84,139551.17,294496,CapitalProjectsPt_447,{AAECE512-CEBE-4299-810C-F4512C235CBF},,,,
-77.0239792607167,38.9238402128753,249,DCPS,Benjamin Banneker High School,800 EUCLID STREET NW,800 EUCLID STREET NW,3,2017,397920.84,139551.17,294496,CapitalProjectsPt_512,{B2B8980F-57B2-4C3B-BD93-EFFC1D5A8644},,,,
-77.0239792491847,38.9238402128777,250,,GENERAL MODERNIZATIONS - HIGH SCHOOLS,800 EUCLID STREET NW,800 EUCLID STREET NW,,2010,397920.8405,139551.17,294496,CapitalProjectsPt_82,{BF9CFDBF-256F-430F-AAB0-2319F8793088},,,,
-76.988205001876,38.923750743065,251,DDOT,Rhode Island Avenue NE Streetscape,Rhode Island Avenue NE and Brentwood Road NE,RHODE ISLAND AVENUE NE AND BRENTWOOD ROAD NE,,2015,401175.94,139600.71369498,19066,CapitalProjectsPt_405,{2E7F5D5D-4DDE-4BAD-AC4A-D65703039298},,,,
-77.0025502621123,38.9236700281349,252,,PHASE 1,301 DOUGLAS STREET NE,301 DOUGLAS STREET NE,,2010,399779.0515,139532.008,294477,CapitalProjectsPt_125,{8E8711DA-1D5F-4432-9A96-3A9252CAFF20},,,,
-77.0250274863637,38.9234043506298,253,FB0,ENGINE COMPANY 4 RENOVATION,2531 SHERMAN AVENUE NW,2531 SHERMAN AVENUE NW,,2010,397829.93,139502.81,232303,CapitalProjectsPt_20,{87E92338-3E1B-438F-952C-DE09C8F7A757},,,,
-77.0790761057948,38.9230521025898,254,DCPS,Stoddert Elementary School ,4001 CALVERT STREET NW,4001 CALVERT STREET NW,27,2019,393143.05,139466.38,224730,CapitalProjectsPt_651,{2F51725C-987B-42F5-B21D-82B45272CC97},,,,
-77.0790761057948,38.9230521025898,255,DCPS,Stoddert Elementary School ,4001 CALVERT STREET NW,4001 CALVERT STREET NW,30,2020,393143.05,139466.38,224730,CapitalProjectsPt_722,{7E9D8FA2-37E9-422A-9F30-5D0412AA1AE1},,,,
-77.0265948154546,38.922833687524,256,District of Columbia Public Schools,Cardozo High School @ Meyer,2501 11th St. NW,2501 11th St. NW,24,2012,397694,139439.5,242979,CapitalProjectsPt_255,{EAC0BF5F-E2A9-47E0-B59F-6EECBF0544E2},,,,
-77.0265977675233,38.922833434619,257,DCPS,Duke Ellington School of the Arts,2501 11TH STREET NW,2501 11TH STREET NW,9,2017,397694,139439.5,242979,CapitalProjectsPt_500,{0A011FF3-AC30-445D-8F68-E02E32DE7103},,,,
-77.0265977675233,38.922833434619,258,DCPS,Duke Ellington School of the Arts,2501 11TH STREET NW,2501 11TH STREET NW,8,2015,397694,139439.5,242979,CapitalProjectsPt_177,{F8470A10-9A23-4EB5-87CB-A08B7631F2A7},,,,
-77.0265977675233,38.922833434619,259,DCPS,Duke Ellington School of the Arts,2501 11TH STREET NW,2501 11TH STREET NW,8,2016,397694,139439.5,242979,CapitalProjectsPt_433,{B89856CD-A2F6-43A2-BC4B-D4BB15D36A99},,,,
-77.0284729720993,38.9221803216734,260,,GENERAL MODERNIZATIONS - HIGH SCHOOLS,1200 CLIFTON STREET NW,1200 CLIFTON STREET NW,,2010,397531.1105,139367.02,294513,CapitalProjectsPt_115,{CFC56261-7CFA-4333-8849-12997CD23C3D},,,,
-76.9829196066601,38.9210474940046,261,DPR,Brentwood Recreation Center,2311 14TH STREET NE,2311 14TH STREET NE,4,2020,401481.38,139241.02,286825,CapitalProjectsPt_696,{3938B6E2-6CD3-42C1-9F41-3901BBC059BC},,,,
-76.9829196066601,38.9210474940046,262,DPR,Brentwood Recreation Center,2311 14TH STREET NE,2311 14TH STREET NE,4,2021,401481.38,139241.02,286825,CapitalProjectsPt_763,{D42044F1-8100-499D-81C2-9E3E792469C8},,,,
-77.0155833004171,38.9204379290429,263,DCPS,Washington Metropolitan High School ,300 BRYANT STREET NW,300 BRYANT STREET NW,33,2019,398648.83,139173.33,294475,CapitalProjectsPt_649,{9DE5A329-B2E1-4664-A0A9-75CEE6A9388B},,,,
-77.0155833004171,38.9204379290429,264,DCPS,Washington Metropolitan High School ,300 BRYANT STREET NW,300 BRYANT STREET NW,36,2020,398648.83,139173.33,294475,CapitalProjectsPt_720,{E6EC23BA-3EF3-43D0-AC09-65FA8120A641},,,,
