X,Y,OBJECTID,AGENCY,PROJECT_TITLE,ADDRESS,MAR_MATCHADDRESS,LABEL,YEAR,XCOORD,YCOORD,MAR_ID,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.0751109299502,38.9651662188685,52,DPR,Chevy Chase Recreation Center,5601 CONNECTICUT AVENUE NW,5601 CONNECTICUT AVENUE NW,4,2016,393490.74,144141.13,263959,CapitalProjectsPt_410,{B506DD16-8B30-48AD-9BE3-29B6FE469CDD},,,,
-77.0751109299502,38.9651662188685,53,DPR,Chevy Chase Community Center,5601 CONNECTICUT AVENUE NW,5601 CONNECTICUT AVENUE NW,5,2020,393490.74,144141.13,263959,CapitalProjectsPt_694,{9DE5BE16-DEE4-4B51-9349-BF5427BAFC0B},,,,
-77.0751109299502,38.9651662188685,54,DPR,Chevy Chase Community Center,5601 CONNECTICUT AVENUE NW,5601 CONNECTICUT AVENUE NW,5,2018,393490.74,144141.13,263959,CapitalProjectsPt_562,{B522F4B8-5214-431F-ABC4-08CB942B9609},,,,
-77.0751109299502,38.9651662188685,55,DPR,Chevy Chase Community Center,5601 Connecticut Avenue NW,5601 CONNECTICUT AVENUE NW,5,2021,393490.74,144141.13,263959,CapitalProjectsPt_747,{3F59FF91-8DA8-4FFC-841A-8B038B12D3F8},,,,
-77.0283375313455,38.9600196037826,56,Fire & Emergency Medical Services,Engine 22 - Major Renovations,5760 Georgia Ave NW,5760 Georgia Ave NW,8,2012,397543.85,143564.1,294612,CapitalProjectsPt_297,{EC9B27A7-4563-482B-97EE-9C26199F6C4D},,,,
-77.028341095876,38.9599888757472,57,FB0,REPLACEMENT OF ENGINE 22,5760 GEORGIA AVENUE NW,5760 GEORGIA AVENUE NW,,2011,397543.85,143564.1,294612,CapitalProjectsPt_243,{C373B9A5-098F-47E2-843E-1D9402C3EF62},,,,
-76.9998848198793,38.9599796093501,58,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",501 RIGGS ROAD NE,501 RIGGS ROAD NE,,2010,400010.1805,143562.69,294489,CapitalProjectsPt_75,{25E75A5B-7202-453F-8837-E5BC234799FA},,,,
-77.0058798114795,38.9596135730066,59,DDOT,Metropolitan Branch Trail,,,6,2016,399490.5866,143522.0728,,CapitalProjectsPt_469,{6E23A4BF-A57A-4DB4-837C-87E3350C6A3F},,,,
-76.9995866047468,38.9551355954846,60,DCPL,Lamond Riggs Library,5401 South Dakota Avenue NE,5401 SOUTH DAKOTA AVENUE NE,2,2015,400036.03,143024.96,288645,CapitalProjectsPt_149,{E1315C1C-1266-48E8-94EB-0DED706B3354},,,,
-76.9995866047468,38.9551355954846,61,DCPL,Lamond Riggs Library,5401 SOUTH DAKOTA AVENUE NE,5401 SOUTH DAKOTA AVENUE NE,2,2018,400036.03,143024.96,288645,CapitalProjectsPt_525,{98BA3FFE-ABFF-4C53-B3D5-99646C9F5488},,,,
-76.9995866047468,38.9551355954846,62,DCPL,Lamond Riggs Library,5401 SOUTH DAKOTA AVENUE NE,5401 SOUTH DAKOTA AVENUE NE,1,2019,400036.03,143024.96,288645,CapitalProjectsPt_589,{99B0AF66-5666-42E4-A5C0-81F6B7ADB4F0},,,,
-76.9995866047468,38.9551355954846,63,DCPL,Lamond Riggs Library,5401 SOUTH DAKOTA AVENUE NE,5401 SOUTH DAKOTA AVENUE NE,2,2016,400036.03,143024.96,288645,CapitalProjectsPt_453,{A9112EC9-9481-46C6-ADD7-703346E7F583},,,,
-76.9995866047468,38.9551355954846,64,DCPL,Lamond Riggs Library,5401 SOUTH DAKOTA AVENUE NE,5401 SOUTH DAKOTA AVENUE NE,1,2017,400036.03,143024.96,288645,CapitalProjectsPt_479,{D014267E-7E83-4E09-A433-1ECD9BD17CD6},,,,
-76.9995866047468,38.9551355954846,65,DCPL,Lamond Riggs Library,5401 South Dakota Avenue NE,5401 SOUTH DAKOTA AVENUE NE,3,2014,400036.03,143024.96,288645,CapitalProjectsPt_361,{AFD15D1A-3B55-4A3B-8C39-E69556F788E3},,,,
-76.9995866047468,38.9551355954846,66,CE0 - DCPL,Lamond Riggs Library,5401 SOUTH DAKOTA AVENUE NE,5401 SOUTH DAKOTA AVENUE NE,2,2013,400036.03,143024.96,288645,CapitalProjectsPt_300,{17EC9C5C-9C2D-482F-A212-E5F0C85BE44A},,,,
-77.0699125171375,38.9542480062826,67,FB0,ENGINE COMPANY 31 RENOVATION,4930 CONNECTICUT AVENUE NW,4930 CONNECTICUT AVENUE NW,,2010,393940.33,142928.75,294604,CapitalProjectsPt_31,{6C74DB94-6F36-49BA-878A-D119F3745906},,,,
-77.0250738705501,38.9539761553111,68,DCPS,Truesdell Education Campus,800 INGRAHAM STREET NW,800 INGRAHAM STREET NW,29,2016,397826.84,142896.55,294497,CapitalProjectsPt_428,{457E1C68-5F9E-490C-B397-5BC139130CCA},,,,
-77.0250738705501,38.9539761553111,69,DCPS,Truesdell Education Campus,800 INGRAHAM STREET NW,800 INGRAHAM STREET NW,30,2015,397826.84,142896.55,294497,CapitalProjectsPt_172,{26572F3D-0A4E-4688-888F-EB7C4A0BCDC7},,,,
-77.0250738705501,38.9539761553111,70,DCPS,Truesdell Education Campus,800 INGRAHAM STREET NW,800 INGRAHAM STREET NW,32,2020,397826.84,142896.55,294497,CapitalProjectsPt_716,{FBDD772F-D7AC-4C0D-86E5-3AC3711BB184},,,,
-77.0250738705501,38.9539761553111,71,DCPS,Truesdell Education Campus,800 Ingraham St NW,800 INGRAHAM STREET NW,36,2021,397826.84,142896.55,294497,CapitalProjectsPt_758,{625F70B0-EEA0-46C2-B9B7-AE7A350AA1FA},,,,
-77.0250738705501,38.9539761553111,72,DCPS,Truesdell Education Campus,800 INGRAHAM STREET NW,800 INGRAHAM STREET NW,30,2019,397826.84,142896.55,294497,CapitalProjectsPt_645,{CCBE2F5F-F39B-4EB7-86AB-2CFE9D5180C8},,,,
-77.0250738590133,38.9539761553136,73,,PHASE 1,800 INGRAHAM STREET NW,800 INGRAHAM STREET NW,,2010,397826.8405,142896.55,294497,CapitalProjectsPt_83,{5B0D6FBA-A997-46AA-8F06-492EC8A37024},,,,
-76.9972696748688,38.9533483238577,74,GF0,RENOVATION OF UNIVERSITY FACILITIES,5171 SOUTH DAKOTA AVENUE NE,5171 SOUTH DAKOTA AVENUE NE,,2011,400236.86,142826.56,294607,CapitalProjectsPt_248,{2CB6549F-141F-46C6-AD93-28B842678769},,,,
-77.070081517757,38.9529409849191,75,DCPS,Murch Elementary School,4810 36TH STREET NW,4810 36TH STREET NW,18,2017,393925.57,142783.67,294602,CapitalProjectsPt_503,{9E4C0D79-AD0F-4B92-890D-84D9D6F2D31D},,,,
-77.070081517757,38.9529409849191,76,DCPS,Murch ES,4810 36th Street NW,4810 36TH STREET NW,13,2014,393925.57,142783.67,294602,CapitalProjectsPt_380,{805A3C4F-C6A5-48C2-8B10-2036881D7EF6},,,,
-77.070081517757,38.9529409849191,77,DCPS,Murch Elementary School,4810 36TH STREET NW,4810 36TH STREET NW,20,2016,393925.57,142783.67,294602,CapitalProjectsPt_436,{6708A052-EEA6-4D8D-A6F3-D1F654EB95FD},,,,
-77.070081517757,38.9529409849191,78,DCPS,Murch Elementary School,4810 36TH STREET NW,4810 36TH STREET NW,20,2015,393925.57,142783.67,294602,CapitalProjectsPt_180,{E591F35B-C5F0-452C-A18E-DF27DD09E667},,,,
-77.0700815062202,38.952940984926,79,,PHASE 1,4810 36TH STREET NW,4810 36TH STREET NW,,2010,393925.5705,142783.67,294602,CapitalProjectsPt_98,{D36B5DE1-A447-4405-A4F4-A8070C7FE048},,,,
-77.0752013780546,38.952904202815,80,DCPS,Deal Middle School,3815 FORT DRIVE NW,3815 FORT DRIVE NW,9,2020,393481.78,142779.94,277548,CapitalProjectsPt_688,{70C215C3-F147-4B18-B4B1-499018514FEC},,,,
-77.0752013780546,38.952904202815,81,District of Columbia Public Schools,Alice Deal Middle School,3815 Fort Dr. NW,3815 Fort Dr. NW,1,2012,393481.78,142779.94,277548,CapitalProjectsPt_277,{1BA602E4-A860-40D9-85FC-8DD7B4E71F3A},,,,
-77.0752013780546,38.952904202815,82,GA0 - DCPS,Rose/Reno School Small Cap Project,3815 FORT DRIVE NW,3815 FORT DRIVE NW,18,2013,393481.78,142779.94,277548,CapitalProjectsPt_322,{09DA7F72-530C-4B10-8C26-F965FD150024},,,,
-77.0752013780546,38.952904202815,83,DCPS,Rose/Reno School,3815 Fort Dr. NW ,3815 FORT DRIVE NW,18,2014,393481.78,142779.94,277548,CapitalProjectsPt_385,{22D5FB81-2553-48A5-AE76-5FFE4844B14C},,,,
-77.031338633,38.9526216014861,84,HA0,HAMILTON RECREATION CENTER,1340 HAMILTON STREET NW,1340 HAMILTON STREET NW,,2010,397283.77,142746.35,255042,CapitalProjectsPt_51,{AEC8F21D-AA11-46A0-AF95-34BB1C336C63},,,,
-77.0072260083776,38.9525267580979,85,,PHASE 1,100 GALLATIN STREET NE,100 GALLATIN STREET NE,,2010,399373.8475,142735.38,294470,CapitalProjectsPt_2,{968CCD89-D4C2-4375-891E-5D3A89E849C5},,,,
-77.032255352323,38.9513748773755,86,DCPS,West Education Campus,1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,27,2017,397204.26,142607.98,294517,CapitalProjectsPt_483,{3F58969D-67C4-4DEB-A2D4-8A026A3B3E1F},,,,
-77.032255352323,38.9513748773755,87,DCPS,West Elementary School,1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,39,2021,397204.26,142607.98,294517,CapitalProjectsPt_743,{1381704C-F757-4A16-B450-93FB280751F8},,,,
-77.032255352323,38.9513748773755,88,DCPS,West Education Campus,1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,34,2019,397204.26,142607.98,294517,CapitalProjectsPt_611,{512F4040-C3E8-4CE3-8842-CE69ADA701F4},,,,
-77.032255352323,38.9513748773755,89,District of Columbia Public Schools,West Education Campus,1338 Farragut St. NW,1338 Farragut St. NW,2,2012,397204.26,142607.98,294517,CapitalProjectsPt_275,{6A0D5E4D-7C1A-4467-B3EF-D7F01607D2CD},,,,
-77.032255352323,38.9513748773755,90,DCPS,West Education Campus,1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,23,2018,397204.26,142607.98,294517,CapitalProjectsPt_549,{8E339FC7-15B3-433B-B5F4-CE35AF73800E},,,,
-77.032255352323,38.9513748773755,91,DCPS,West Education Campus,1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,35,2016,397204.26,142607.98,294517,CapitalProjectsPt_418,{D7DA5EC3-1086-46C1-8AF7-64627C9123EC},,,,
-77.032255352323,38.9513748773755,92,GA0 - DCPS,West ES Modernization/Renovation,1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,23,2013,397204.26,142607.98,294517,CapitalProjectsPt_327,{A8B1A6AE-1E4F-436A-941E-E762273CFA2D},,,,
-77.032255352323,38.9513748773755,93,DCPS,West Education Campus,1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,36,2015,397204.26,142607.98,294517,CapitalProjectsPt_154,{92A253BE-19E6-4F3F-8829-12D77EBCB1F8},,,,
-77.0322553407865,38.9513748773787,94,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",1338 FARRAGUT STREET NW,1338 FARRAGUT STREET NW,,2010,397204.2605,142607.98,294517,CapitalProjectsPt_209,{25BC418A-1A7A-4D67-9D3E-967DFC0FAD55},,,,
-77.0777780066986,38.9501641810334,95,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",3950 CHESAPEAKE STREET NW,3950 CHESAPEAKE STREET NW,,2010,393258.1795,142475.96,294587,CapitalProjectsPt_4,{3136192A-5395-43AC-BBEA-90DBCA343992},,,,
-77.0777780066986,38.9501641810334,96,,GENERAL MODERNIZATIONS - HIGH SCHOOLS,3950 CHESAPEAKE STREET NW,3950 CHESAPEAKE STREET NW,,2010,393258.1795,142475.96,294587,CapitalProjectsPt_117,{F2F13D56-C161-4B2C-AEBC-BA264FFC838B},,,,
-77.0082959342092,38.9488741017901,97,Fire & Emergency Medical Services,Engine 14 - Major Renovations,4801 N Capotol St. NE,4801 N Capotol St. NE,1,2012,399281.07,142329.91,288276,CapitalProjectsPt_287,{E41EB634-A3A3-44A1-99B9-65C75C8DFD1E},,,,
-77.0082959342092,38.9488741017901,98,FB0,RENOVATION OF ENGINE 14,4801 NORTH CAPITOL STREET NE,4801 NORTH CAPITOL STREET NE,,2011,399281.07,142329.91,288276,CapitalProjectsPt_244,{64811D3A-8892-421D-9892-31F6FD80BD78},,,,
-77.0177793720311,38.9482384107487,99,DCPS,Barnard Elementary School,430 DECATUR STREET NW,430 DECATUR STREET NW,7,2021,398458.99,142259.46,248305,CapitalProjectsPt_783,{646B63A1-096B-4166-ACBC-80ADD545018C},,,,
-77.0809971256341,38.9475578809036,100,,PHASE 1,4130 ALBEMARLE STREET NW,4130 ALBEMARLE STREET NW,,2010,392978.8805,142186.88,285713,CapitalProjectsPt_7,{9DE1F68B-DB6A-4C61-A639-663026B89014},,,,
-77.0809971256341,38.9475578809036,101,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",4130 ALBEMARLE STREET NW,4130 ALBEMARLE STREET NW,,2010,392978.8805,142186.88,285713,CapitalProjectsPt_122,{A5F9CE23-D066-41DD-A7D8-EB0B06EB8A5A},,,,
-77.0013110328383,38.9475646751871,102,KT0,UPGRADE TO DPW FUELING SITES,4902 BATES ROAD NE,4902 BATES ROAD NE,,2011,399886.55,142184.52,302419,CapitalProjectsPt_129,{F15284E0-2FD9-46A6-B717-CEB9948D588F},,,,
-77.0308820277778,38.9447806377265,103,DCPS,Dorothy Height Elementary School,1300 ALLISON STREET NW,1300 ALLISON STREET NW,8,2017,397352.45,141867.84,255251,CapitalProjectsPt_513,{64C4D4B6-916D-4701-A467-7EC1F0FFC7C2},,,,
-77.0305429009191,38.9447079488893,104,DCPS,Dorothy Height Elementary School,1300 ALLISON ST NW,1300 ALLISON STREET NW,13,2021,397352.45,141867.84,255251,CapitalProjectsPt_737,{379BEC28-447D-4E00-9C7E-8DB263E6E738},,,,
-77.0305429009191,38.9447079488893,105,DCPS,Dorothy Height Elementary School,1300 ALLISON STREET NW,1300 ALLISON STREET NW,10,2020,397352.45,141867.84,255251,CapitalProjectsPt_676,{4AC9794D-49E9-48F9-BAAE-E97DF7C7A386},,,,
-77.0305429009191,38.9447079488893,106,DCPS,Dorothy Height Elementary School,1300 ALLISON STREET NW,1300 ALLISON STREET NW,9,2019,397352.45,141867.84,255251,CapitalProjectsPt_597,{981347A5-B8B6-4927-ADFE-6A5162684C30},,,,
-77.0305429009191,38.9447079488893,107,DCPS,Dorothy Height Elementary School,1300 ALLISON STREET NW,1300 ALLISON STREET NW,7,2018,397352.45,141867.84,255251,CapitalProjectsPt_534,{2E9AB42D-0428-49B1-9538-E242DBE906DC},,,,
-77.064326579261,38.9444413769589,108,GF0,RENOVATION OF UNIVERSITY FACILITIES,4200 CONNECTICUT AVENUE NW,4200 CONNECTICUT AVENUE NW,,2011,394423.74,141839.77,297694,CapitalProjectsPt_247,{893EA565-939B-4E49-AD06-2DC672A3CE98},,,,
-77.064326579261,38.9444413769589,109,GF0,RENOVATION OF VAN NESS CAMPUS,4200 CONNECTICUT AVENUE NW,4200 CONNECTICUT AVENUE NW,,2010,394423.74,141839.77,297694,CapitalProjectsPt_37,{EACF3103-3A26-436E-A779-BFA0CEA125A5},,,,
-77.0277787028237,38.9436160233774,110,DCPS,Ward 4 Middle School,4400 Iowa Ave NW,4400 IOWA AVENUE NW,32,2015,397592.04,141746.55,294595,CapitalProjectsPt_202,{85C482A5-3F75-40DC-ABF5-5CCF90792825},,,,
-77.0277787028237,38.9436160233774,111,DCPS,MacFarland Middle School,4400 IOWA AVENUE NW,4400 IOWA AVENUE NW,17,2018,397592.04,141746.55,294595,CapitalProjectsPt_543,{05F686C3-5837-4941-BEF3-8EA3DD76B876},,,,
-77.0277787028237,38.9436160233774,112,DCPS,Ward 4 Middle School,4400 IOWA AVENUE NW,4400 IOWA AVENUE NW,24,2017,397581.19,141735.98,294595,CapitalProjectsPt_519,{D7AF2D63-C0FD-411E-A096-B3FF042F97AF},,,,
-77.0277787028237,38.9436160233774,113,DCPS,Ward 4 Middlpme School,4400 IOWA AVENUE NW,4400 IOWA AVENUE NW,31,2016,397592.04,141746.55,294595,CapitalProjectsPt_450,{9438F3BB-F038-44A1-A1CF-8F610C5A3539},,,,
-77.0277786912884,38.9436160233801,114,,GENERAL MODERNIZATIONS - HIGH SCHOOLS,4400 IOWA AVENUE NW,4400 IOWA AVENUE NW,,2010,397592.0405,141746.55,294595,CapitalProjectsPt_94,{78EC3823-65EF-40FC-8108-EFF840780AAF},,,,
-77.0277786912884,38.9436160233801,115,,PHASE 1,4400 IOWA AVENUE NW,4400 IOWA AVENUE NW,,2010,397592.0405,141746.55,294595,CapitalProjectsPt_5,{D1373BDE-F43E-4F1B-BD62-F7BF0151BB15},,,,
-77.0277786335912,38.9436159693441,116,DCPS,Roosevelt High School @ MacFarland,4400 IOWA AVENUE NW,4400 IOWA AVENUE NW,25,2016,397592.04,141746.55,294595,CapitalProjectsPt_423,{C775FD3B-F6A6-498A-8DE1-5B8565E47560},,,,
-77.0277786335912,38.9436159693441,117,DCPS,Roosevelt High School @ MacFarland,4400 IOWA AVENUE NW,4400 IOWA AVENUE NW,26,2015,397592.04,141746.55,294595,CapitalProjectsPt_159,{4D7BBB44-110F-4E5B-A3D6-1BB0D1DC89A9},,,,
-77.032316997449,38.9433211865487,118,DPR,Upshur Recreation Center,4300 ARKANSAS AVENUE NW,4300 ARKANSAS AVENUE NW,24,2019,397198.6,141713.95,295147,CapitalProjectsPt_640,{99E50AD9-B192-4645-8D02-C630EE94AD8D},,,,
-77.032316997449,38.9433211865487,119,DPR,Upshur Recreation Center,4300 ARKANSAS AVENUE NW,4300 ARKANSAS AVENUE NW,22,2020,397198.6,141713.95,295147,CapitalProjectsPt_714,{FFFEF3B3-4410-41C1-AB4C-A41804FACCBE},,,,
-77.032316997449,38.9433211865487,120,DPR,Upshur Recreation Center,4300 ARKANSAS AVENUE NW,4300 ARKANSAS AVENUE NW,20,2021,397198.6,141713.95,295147,CapitalProjectsPt_756,{9EACB502-82CD-4A57-B71F-3B46FEC90C8B},,,,
-77.032316997449,38.9433211865487,121,HA0,UPSHUR / HAMILTON COMMUNITY PARKS,4300 ARKANSAS AVENUE NW,4300 ARKANSAS AVENUE NW,,2010,397198.6,141713.95,295147,CapitalProjectsPt_50,{C7AEE9EE-E059-4D3D-9E98-D7D527D48591},,,,
-77.032316997449,38.9433211865487,122,DPR,Upshur Recreation Center,4300 ARKANSAS AVENUE NW,4300 ARKANSAS AVENUE NW,24,2018,397198.6,141713.95,295147,CapitalProjectsPt_586,{2B0CB190-4919-4255-ADC5-A45F41E4AB45},,,,
-77.028900548533,38.9431809213157,123,,GENERAL MODERNIZATIONS - HIGH SCHOOLS,4301 13TH STREET NW,4301 13TH STREET NW,,2010,397494.7705,141698.28,252605,CapitalProjectsPt_93,{B1AD4B36-5F00-4365-87EE-04C8E868B5AE},,,,
-77.0291991468415,38.9430368946528,124,GA0 - DCPS,Roosevelt High School/Culinary,4301 13TH STREET NW,4301 13TH STREET NW,17,2013,397468.88,141682.3,252605,CapitalProjectsPt_321,{3696D4AA-2159-4811-85EB-083D24D961AA},,,,
-77.0291991468415,38.9430368946528,125,DCPS,Roosevelt High School,4301 13TH STREET NW,4301 13TH STREET NW,25,2020,397468.88,141682.3,252605,CapitalProjectsPt_726,{49829CC3-032F-4998-84D0-C6549C7A78B2},,,,
-77.0291991468415,38.9430368946528,126,DCPS,Roosevelt High School,4301 13th Street NW,4301 13TH STREET NW,17,2014,397468.88,141682.3,252605,CapitalProjectsPt_384,{B4EBD7C8-56BA-421E-92E9-A10CD8E1DDC3},,,,
-77.0291991468415,38.9430368946528,127,District of Columbia Public Schools,Roosevelt High School,4301 13th St. NW,4301 13th St. NW,21,2012,397468.88,141682.3,252605,CapitalProjectsPt_258,{8962A60C-EC04-4AF2-BBAB-5C2F4DCE7A7A},,,,
-77.0882872821695,38.9426525436485,128,HA0 - DPR,Friendship Park,4500 VAN NESS STREET NW,4500 VAN NESS STREET NW,5,2013,392346.4,141642.93,295150,CapitalProjectsPt_346,{C338208F-0C97-48CB-82D9-283E79A49F6B},,,,
-77.0261397196723,38.9422076851791,129,CE0,PETWORTH RENOVATION,4200 KANSAS AVENUE NW,4200 KANSAS AVENUE NW,,2010,397734.08,141590.17,295146,CapitalProjectsPt_10,{10A7D837-2D94-4472-BD6F-ED5F6D1FADDB},,,,
-76.9849977903016,38.9420199763381,130,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",1401 MICHIGAN AVENUE NE,1401 MICHIGAN AVENUE NE,,2010,401300.78098115,141569.11519335,294507,CapitalProjectsPt_112,{43331BDD-DD51-42DC-9F68-6C3C50F5B780},,,,
-76.984997917196,38.9420199313129,131,District of Columbia Public Schools,Brookland Education Campus @ Bunker Hill,1401 Michigan Ave. NE,1401 Michigan Ave. NE,22,2012,401300.77,141569.11,286131,CapitalProjectsPt_259,{A092F1A7-FA2B-4ACC-89D4-2431F51487FF},,,,
-76.984997917196,38.9420199313129,132,DCPS,Bunker Hill Elementary School,1401 MICHIGAN AVENUE NE,1401 MICHIGAN AVENUE NE,10,2021,401300.77,141569.11,286131,CapitalProjectsPt_787,{62E30F70-6E9A-46B1-A4B7-F144EFE2312F},,,,
-77.0312297173212,38.9415418043506,133,District of Columbia Public Schools,Powell Elementary Schools,1350 Upshur St. NW,1350 Upshur St. NW,20,2012,397292.79,141516.39,255302,CapitalProjectsPt_266,{40522324-49A8-485B-9130-911F8BA204F4},,,,
-77.0312297173212,38.9415418043506,134,DCPS,Powell Elementary School,1350 UPSHUR STREET NW,1350 UPSHUR STREET NW,24,2015,397292.79,141516.39,255302,CapitalProjectsPt_155,{500A3C26-C3E4-4420-83CD-C6BFCADCF13A},,,,
-77.0312297173212,38.9415418043506,135,DCPS,Powell ES,1350 Upshur Street NW,1350 UPSHUR STREET NW,15,2014,397292.79,141516.39,255302,CapitalProjectsPt_382,{4F097F5E-FD3F-43E6-A3D5-0063D321E376},,,,
-77.0312297173212,38.9415418043506,136,DCPS,Powell Elementary School,1350 UPSHUR STREET NW,1350 UPSHUR STREET NW,23,2016,397292.79,141516.39,255302,CapitalProjectsPt_419,{EF6E75DE-07CF-4ABA-A85E-4EEF1431FC04},,,,
-77.0240058013211,38.9410171567595,137,DPR,Petworth Recreation Center Playground,801 TAYLOR STREET NW,801 TAYLOR STREET NW,17,2018,397919.04,141457.96,296169,CapitalProjectsPt_572,{FB554CBA-DAFA-4014-81C2-79E06F979E14},,,,
-77.071957527635,38.9407301065553,138,,PHASE 1,3950 37TH STREET NW,3950 37TH STREET NW,,2010,393761.8895,141428.28,294586,CapitalProjectsPt_6,{61AE80AC-7F46-4E93-8F4B-E97209BD68BB},,,,
-77.071957527635,38.9407301065553,139,DPR,Hearst Park Pool,3950 37TH STREET NW,3950 37TH STREET NW,11,2019,393761.89,141428.28,294586,CapitalProjectsPt_625,{BC1EA103-36CC-4EBB-9570-A3DA8F7D469F},,,,
-77.071957527635,38.9407301065553,140,District of Columbia Public Schools,Hearst Elementary School,3950 37th St. NW,3950 37th St. NW,7,2012,393761.89,141428.28,294586,CapitalProjectsPt_268,{51FFACAB-B7A3-48BE-A8A1-F43A5AAC5407},,,,
-77.071957527635,38.9407301065553,141,District of Columbia Public Schools,Hearst Elementary School,3950 37th St. NW,3950 37th St. NW,,2012,393761.89,141428.28,294586,CapitalProjectsPt_278,{DEE66080-3B35-45E6-A77E-5AFA13A6B066},,,,
-77.071957527635,38.9407301065553,142,DPR,Hearst Park Pool,3950 37TH STREET NW,3950 37TH STREET NW,11,2018,393761.89,141428.28,294586,CapitalProjectsPt_566,{349FBD58-FF27-4A9F-808E-AC63F9628159},,,,
-77.071957527635,38.9407301065553,143,DCPS,Hearst ES,3950 37th Street NW,3950 37TH STREET NW,8,2014,393761.89,141428.28,294586,CapitalProjectsPt_375,{401C7556-B908-4568-B05D-06996EF02B2B},,,,
-77.071957527635,38.9407301065553,144,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",3950 37TH STREET NW,3950 37TH STREET NW,,2010,393761.8895,141428.28,294586,CapitalProjectsPt_116,{124BD716-D639-44B7-98E2-FE5D28440B3E},,,,
-77.071957527635,38.9407301065553,145,DPR,Hearst Park,3950 37TH STREET NW,3950 37TH STREET NW,8,2016,393794.21,141444.49,294586,CapitalProjectsPt_412,{22555945-E6EE-4D92-952A-81C200F952D9},,,,
-77.071957527635,38.9407301065553,146,GA0 - DCPS,Hearst ES Modernization/Renovation,3950 37TH STREET NW,3950 37TH STREET NW,6,2013,393761.89,141428.28,294586,CapitalProjectsPt_310,{B85A0ECA-9BFC-4982-9972-87BC57206764},,,,
-77.071957527635,38.9407301065553,147,DPR,Hearst Park,3950 37TH STREET NW,3950 37TH STREET NW,7,2017,393794.21,141444.49,294586,CapitalProjectsPt_476,{D415156B-C6EC-400C-9C76-83635D4AFED8},,,,
-77.071957527635,38.9407301065553,148,DPR,Hearst Park,3950 37th Street NW,3950 37TH STREET NW,7,2015,393761.89,141428.28,294586,CapitalProjectsPt_145,{06786954-81DA-405C-B023-6C7DF49731CD},,,,
-76.9910616126992,38.9384829954177,149,DCPS,Brookland MS,1150 Michigan Avenue NE,1150 MICHIGAN AVENUE NE,3,2014,400775.13,141176.41,294507,CapitalProjectsPt_367,{E057C95F-5A58-4A7F-A20C-92B7F72397A8},,,,
-76.9910616126992,38.9384829954177,150,GA0 - DCPS,Brookland MS Modernization,1150 MICHIGAN AVENUE NE,1150 MICHIGAN AVENUE NE,3,2013,400775.13,141176.41,294507,CapitalProjectsPt_307,{B62D1816-A3D7-4776-A5C6-3927FF6FC637},,,,
-77.0594058801953,38.9363525507173,151,Fire & Emergency Medical Services,Engine 28 - Major Renovations,3522 Connecticut Ave. NW,3522 Connecticut Ave. NW,4,2012,394849.73,140941.55,220960,CapitalProjectsPt_290,{7A111BF1-C3C3-4941-8DA1-5A0BE20A6333},,,,
-77.0264349539823,38.9358186652703,152,DCPS,Raymond Education Campus,915 SPRING ROAD NW,915 SPRING ROAD NW,24,2020,397708.28,140880.94,226682,CapitalProjectsPt_683,{51D14D4F-F4EE-4210-9FA5-C04C69D6B377},,,,
-77.0264349539823,38.9358186652703,153,HA0,RAYMOND RECREATION CENTER,915 SPRING ROAD NW,915 SPRING ROAD NW,,2010,397708.28,140880.94,226682,CapitalProjectsPt_47,{FB98AD47-ADA0-4052-87AE-F7C602BA6F04},,,,
-77.0264349539823,38.9358186652703,154,DCPS,Raymond Education Campus,915 SPRING ROAD NW,915 SPRING ROAD NW,20,2018,397708.28,140880.94,226682,CapitalProjectsPt_546,{95FF1D33-C14B-4ED9-A7BC-66085080EA75},,,,
-77.0264349539823,38.9358186652703,155,DCPS,Raymond Education Campus,915 SPRING ROAD NW,915 SPRING ROAD NW,30,2021,397708.28,140880.94,226682,CapitalProjectsPt_741,{C475EA25-1365-456F-BF32-8B4E1B70BE9D},,,,
-77.0264349539823,38.9358186652703,156,DCPS,Raymond Education Campus,915 SPRING ROAD NW,915 SPRING ROAD NW,24,2016,397708.28,140880.94,226682,CapitalProjectsPt_445,{397C0625-FC83-4ACE-B901-952A583FC80C},,,,
-77.0264349539823,38.9358186652703,157,DCPS,Raymond Education Campus,915 SPRING ROAD NW,915 SPRING ROAD NW,23,2019,397708.28,140880.94,226682,CapitalProjectsPt_608,{CB121520-FE38-4395-B9A5-A57D65E4659B},,,,
